F,T,T,F,T,F,F,F,T,T,F,F,2-legs,T,F,F,group2
F,F,T,F,F,T,T,T,T,F,F,T,no-legs,T,F,T,group4
F,F,T,F,F,T,T,T,T,F,F,T,no-legs,T,F,F,group4
F,F,T,F,F,F,T,T,T,T,T,F,no-legs,T,F,F,group3
T,F,T,T,F,T,T,F,T,T,F,F,4-legs,T,F,T,group1
T,F,F,T,F,F,T,T,T,T,F,F,4-legs,T,F,T,group1
T,F,F,T,F,F,F,T,T,T,F,F,4-legs,T,T,T,group1
F,F,F,T,F,T,T,T,T,T,F,T,no-legs,T,F,T,group1
T,F,F,T,F,F,T,T,T,T,F,F,4-legs,T,F,T,group1
T,F,F,T,F,F,T,T,T,T,F,F,4-legs,T,T,T,group1
T,F,F,T,F,F,T,T,T,T,F,F,4-legs,T,F,T,group1
T,F,F,T,F,F,F,T,T,T,F,F,4-legs,T,T,T,group1
F,T,T,F,F,F,T,F,T,T,F,F,2-legs,T,F,T,group2
F,F,F,F,F,F,T,F,F,T,T,F,8-legs,T,F,F,group7
F,F,T,F,F,T,F,T,T,F,F,T,no-legs,T,F,F,group4
T,F,F,T,F,T,T,T,T,T,F,T,no-legs,F,F,T,group1
T,F,F,T,F,T,T,T,T,T,F,T,2-legs,T,F,T,group1
F,F,F,F,F,T,T,T,T,F,T,F,no-legs,T,F,F,group3
F,F,T,F,F,T,T,F,F,F,T,F,no-legs,F,F,F,group7
F,T,T,F,T,T,T,F,T,T,F,F,2-legs,T,F,F,group2
F,T,T,F,T,T,T,F,T,T,F,F,2-legs,T,F,F,group2
F,F,T,F,F,F,T,T,T,T,F,F,no-legs,T,F,F,group3
F,F,T,F,F,F,F,F,F,T,F,F,no-legs,F,F,F,group7
F,F,T,F,F,T,F,T,T,F,F,T,no-legs,T,F,F,group4
F,T,T,F,T,F,F,F,T,T,F,F,2-legs,T,F,F,group2
T,F,F,T,F,F,F,T,T,T,F,F,2-legs,T,F,F,group1
F,F,T,F,F,T,T,F,F,F,F,F,5-legs,F,F,F,group7
F,F,T,F,F,T,T,T,T,F,T,T,no-legs,T,F,T,group4
F,T,T,F,T,T,F,F,T,T,F,F,2-legs,T,F,T,group2
F,F,T,F,F,F,F,F,F,T,F,F,6-legs,F,F,F,group6
F,F,T,F,F,T,F,T,T,T,F,F,4-legs,F,F,F,group5
F,F,T,F,F,F,F,F,T,T,F,F,4-legs,T,F,T,group3
F,F,T,F,F,F,T,T,T,T,F,F,4-legs,T,F,F,group3
F,F,T,F,F,T,T,T,T,F,F,T,no-legs,T,F,T,group4
T,F,F,T,T,F,F,T,T,T,F,F,2-legs,T,F,F,group1
T,F,F,T,F,F,F,T,T,T,F,F,4-legs,T,F,F,group1
F,T,T,F,T,F,T,F,T,T,F,F,2-legs,T,F,T,group2
T,F,F,T,F,F,F,T,T,T,F,F,2-legs,T,F,T,group1
T,F,T,F,T,F,F,F,F,T,T,F,6-legs,F,F,F,group6
T,F,F,T,F,F,T,T,T,T,F,F,4-legs,T,F,T,group1
F,F,T,F,F,F,F,F,F,T,F,F,no-legs,F,F,F,group7
F,T,T,F,T,F,F,F,T,T,F,F,2-legs,T,F,F,group2
